domain,Organization,email_pattern
stripe.com,Stripe,{firstname}.{lastname}@{domain}
stromma.se,Vaxholms Kastell & Badholmen,{firstname}.{lastname}@{domain}
strukton.com,Strukton Rail,{firstname}.{lastname}@{domain}
studiomalaguti.net,Studio Legale Malaguti & Partners,{firstname}.{lastname}@{domain}
stxgroup.com,STX Group ,{firstname}.{lastname}@{domain}
styleanalytics.com,RIMES Technologies Ltd,{firstname}.{lastname}@{domain}
stylus.com,Stylus Innovation + Advisory,{firstname}.{lastname}@{domain}
suez-env.com,GDF Suez,{firstname}.{lastname}@{domain}
suez-environment.com,SUEZ Environment,{firstname}.{lastname}@{domain}
suez.com,Suez Environment,{firstname}.{lastname}@{domain}
suit.edu.pk,Sarhad University of Science and I.T-Peshawar Pakistan,{firstname}.{lastname}@{domain}
sumitrustgas.com,SuMi TRUST Global Asset Services,{firstname}.{lastname}@{domain}
sundsvall.se,City of Sundsvall,{firstname}.{lastname}@{domain}
susa.com,Susa,{firstname}.{lastname}@{domain}
sussex.ac.uk,University of Sussex,{firstname}.{lastname}@{domain}
sustainablefinance.ch,Swiss Sustainable Finance,{firstname}.{lastname}@{domain}
svenskaspel.se,Svenska Spel,{firstname}.{lastname}@{domain}
svenskenergi.se,Svensk Energi - Swedenergy,{firstname}.{lastname}@{domain}
svenskhandel.se,Svensk Handel - Swedish Trade Federation,{firstname}.{lastname}@{domain}
sweco.se,Sweco Environment AB,{firstname}.{lastname}@{domain}
swedbank.com,,{firstname}.{lastname}@{domain}
swedbank.com ,Swedbank,{firstname}.{lastname}@{domain}
swedbank.ee,Swedbank,{firstname}.{lastname}@{domain}
swedbank.lv,Swedbank,{firstname}.{lastname}@{domain}
swedbank.se,Swedbank,{firstname}.{lastname}@{domain}
"swedbank.se
",Swedbank,{firstname}.{lastname}@{domain}
swedbankrobur.se,Swedbank,{firstname}.{lastname}@{domain}
"swedishbankers.se
","Swedish Bankers' Association
",{firstname}.{lastname}@{domain}
swedishenterprise.se,Confederation of Swedish Enterprise,{firstname}.{lastname}@{domain}
swedishenterprise.se ,Confederation of Swedish Enterprise,{firstname}.{lastname}@{domain}
swedishmatch.com,Swedish Match,{firstname}.{lastname}@{domain}
swissbanking.ch,Swiss Banking Schweizerische Bankiervereinigung,{firstname}.{lastname}@{domain}
swisscom.com,Swisscom Group,{firstname}.{lastname}@{domain}
swissgrid.ch,Swissgrid,{firstname}.{lastname}@{domain}
swissport.com,Airport Services Association,{firstname}.{lastname}@{domain}
swissquote.com,Swissquote Financial Services,{firstname}.{lastname}@{domain}
swlegal.ch,Schellenberg Wittmer,{firstname}.{lastname}@{domain}
swx.com,SWX - Swiss Exchange,{firstname}.{lastname}@{domain}
sybenetix.com,Sybenetix,{firstname}.{lastname}@{domain}
sydbank.dk,Sydbank,{firstname}.{lastname}@{domain}
symrise.com,Symrise AG,{firstname}.{lastname}@{domain}
synaco.com,SYNACO,{firstname}.{lastname}@{domain}
synacomex.com,Synacomex / Invivo,{firstname}.{lastname}@{domain}
syngenta.com,Syngenta Crop Protection nv/sa,{firstname}.{lastname}@{domain}
szecskay.com,Szecskay Attorneys at Laws,{firstname}.{lastname}@{domain}
t-online.de,Adipositas Verband Deutschland,{firstname}.{lastname}@{domain}
t-regs.com,T-REGS bvba,{firstname}.{lastname}@{domain}
t-systems.com,T-Systems,{firstname}.{lastname}@{domain}
tages.biz,TAGES,{firstname}.{lastname}@{domain}
taleo-consulting.com,Taleo Consulting,{firstname}.{lastname}@{domain}
tanint.com,Tangent International,{firstname}.{lastname}@{domain}
tap-ag.com,Trans Adriatic Pipeline,{firstname}.{lastname}@{domain}
tarkett.com,Tarkett,{firstname}.{lastname}@{domain}
taxand.nl,TAXAND,{firstname}.{lastname}@{domain}
taxobservatory.eu,EU Tax Observatory,{firstname}.{lastname}@{domain}
tbb.org.tr,,{firstname}.{lastname}@{domain}
tcagsm.gov.ie,Government of Ireland,{firstname}.{lastname}@{domain}
tcd.ie,Jim Murray (OpenMedicineEU),{firstname}.{lastname}@{domain}
tcs.com,TCS Financial Solutions,{firstname}.{lastname}@{domain}
tdc.com,TDC,{firstname}.{lastname}@{domain}
tec4fuels.com,TEC4FUELS,{firstname}.{lastname}@{domain}
tech-res.co.uk,Technology Resourcing,{firstname}.{lastname}@{domain}
techmahindra.com,Tech Mahindra,{firstname}.{lastname}@{domain}
technopolis-group.com,Technopolis group,{firstname}.{lastname}@{domain}
tecnalia.com,TECNALIA Research & Innovation ,{firstname}.{lastname}@{domain}
tele2.com,Tele2,{firstname}.{lastname}@{domain}
telecom-paristech.fr,Telecom,{firstname}.{lastname}@{domain}
telecomfinance.com,TelecomFinance,{firstname}.{lastname}@{domain}
telecomitalia.com,Telecom Italia,{firstname}.{lastname}@{domain}
telecomitalia.it,Telecom Italia,{firstname}.{lastname}@{domain}
telefonica.de,Telefonica Deutshland,{firstname}.{lastname}@{domain}
telefonica.es,Telefonica,{firstname}.{lastname}@{domain}
telefonicaando2careers.com,Telefónica,{firstname}.{lastname}@{domain}
telekomaustria.com,Telekom,{firstname}.{lastname}@{domain}
telekurs.com,Six,{firstname}.{lastname}@{domain}
telenet.be,Telenet,{firstname}.{lastname}@{domain}
telenet.com,telenet,{firstname}.{lastname}@{domain}
telenetgroup.be,Telenet,{firstname}.{lastname}@{domain}
telenor.com,Telenor,{firstname}.{lastname}@{domain}
telenor.no,Telenor,{firstname}.{lastname}@{domain}
teleplan.com,Teleplan International,{firstname}.{lastname}@{domain}
telespazio.com,Telespazio,{firstname}.{lastname}@{domain}
teleware.com,Teleware PLC,{firstname}.{lastname}@{domain}
teliacompany.com,Telia Company,{firstname}.{lastname}@{domain}
teliasonera.com,Telia Sonera,{firstname}.{lastname}@{domain}
tellimer.com,Tellimer,{firstname}.{lastname}@{domain}
tempestsi.com,Tempest Security Intelligence,{firstname}.{lastname}@{domain}
temtra.com,Temtra,{firstname}.{lastname}@{domain}
ten50advisers.com,Independent Consultant & Partner at Ten50 Advisers,{firstname}.{lastname}@{domain}
teneo.com,TENEO,{firstname}.{lastname}@{domain}
teneostrategy.com,Teneo Strategy,{firstname}.{lastname}@{domain}
terna.it,Terna,{firstname}.{lastname}@{domain}
terumobct.com,Terumo BCT,{firstname}.{lastname}@{domain}
"terumobct.com									

",Terumo,{firstname}.{lastname}@{domain}
tescobank.com,Tesco Bank,{firstname}.{lastname}@{domain}
tesoro.it,"Ministry of Economy and Finance, Italy",{firstname}.{lastname}@{domain}
tetrapak.com,Tetra Pak,{firstname}.{lastname}@{domain}
thalesgroup.com,Thales Digital Identity & Security,{firstname}.{lastname}@{domain}
theaic.co.uk,AIC - The Association of Investment Companies,{firstname}.{lastname}@{domain}
theaidb.org,AIDB - Association for Independent Discount,{firstname}.{lastname}@{domain}
thebankingscene.com,The Banking Scene,{firstname}.{lastname}@{domain}
thecai.ie,Consumers' Association of Ireland,{firstname}.{lastname}@{domain}
thecityuk.com,TheCityUK,{firstname}.{lastname}@{domain}
thedirectorsoffice.com,"The Directors' Office
",{firstname}.{lastname}@{domain}
theears.eu,European Affairs Recruitment Specialists,{firstname}.{lastname}@{domain}
theia.com,The Investment Association,{firstname}.{lastname}@{domain}
theia.org,The Investment Association,{firstname}.{lastname}@{domain}
theia.org ,The Investment Association,{firstname}.{lastname}@{domain}
theice.com,,{firstname}.{lastname}@{domain}
theiirc.org,International Integrated Reporting Council,{firstname}.{lastname}@{domain}
theimsgroup.co.uk,,{firstname}.{lastname}@{domain}
theinvestmentassociation.org,The Investment Association,{firstname}.{lastname}@{domain}
theinvestmentassociation.org ,The Investment Association,{firstname}.{lastname}@{domain}
thepointsguy.com,the Points Guy,{firstname}.{lastname}@{domain}
theqca.com,The Quoted Companies Alliance,{firstname}.{lastname}@{domain}
therealizationgroup.com,The Realization Group,{firstname}.{lastname}@{domain}
theshiftproject.org,Shift Project,{firstname}.{lastname}@{domain}
thirdera.com,Thirdera,{firstname}.{lastname}@{domain}
thisisredflag.com,,{firstname}.{lastname}@{domain}
thomas-lloyd.com,ThomasLloyd Group,{firstname}.{lastname}@{domain}
thomascook.com,Jet2holidays,{firstname}.{lastname}@{domain}
thompsontaraz.co.uk,Thompson Taraz,{firstname}.{lastname}@{domain}
thomsonreuters.com,Thomson Reuters,{firstname}.{lastname}@{domain}
thomsonreuters.com ,Thomson Reuters,{firstname}.{lastname}@{domain}
threadneedle.com,,{firstname}.{lastname}@{domain}
three.com,3,{firstname}.{lastname}@{domain}
tiaabank.com,TIAA,{firstname}.{lastname}@{domain}
tibra.com,Tibra Capital,{firstname}.{lastname}@{domain}
tieto.com,Tieto,{firstname}.{lastname}@{domain}
tietoevry.com,Tieto Evry,{firstname}.{lastname}@{domain}
tigf.fr,TIGF,{firstname}.{lastname}@{domain}
tijd.be,,{firstname}.{lastname}@{domain}
tilburguniversity.edu,Tilburg Graduate Law School,{firstname}.{lastname}@{domain}
timelex.eu,Timelex,{firstname}.{lastname}@{domain}
timewarner.com,Time Warner Inc.,{firstname}.{lastname}@{domain}
tink.se,Tink,{firstname}.{lastname}@{domain}
tis.si,TIS,{firstname}.{lastname}@{domain}
tisa.uk.com,TISA,{firstname}.{lastname}@{domain}
tisegroup.com,TISE - The International Stock Exchange,{firstname}.{lastname}@{domain}
tmf-group.com,TMF Group ,{firstname}.{lastname}@{domain}
tmx.com,,{firstname}.{lastname}@{domain}
tno.nl,TNO,{firstname}.{lastname}@{domain}
tnt.com,TNT,{firstname}.{lastname}@{domain}
token.io,Token.io,{firstname}.{lastname}@{domain}
torino.miz.it,,{firstname}.{lastname}@{domain}
totalpolitics.com,Total Politics,{firstname}.{lastname}@{domain}
toulouse-metropole.fr,Toulouse Métropole,{firstname}.{lastname}@{domain}
towerswatson.com,Towers Watson,{firstname}.{lastname}@{domain}
toyindustries.eu,TIE - Toy Industries of Europe,{firstname}.{lastname}@{domain}
toyota-europe.com,Toyota,{firstname}.{lastname}@{domain}
tpicap.com,TP ICAP,{firstname}.{lastname}@{domain}
tr.com,Thomson Reuters,{firstname}.{lastname}@{domain}
trade.gov,US Mission,{firstname}.{lastname}@{domain}
tradeturquoise.com,Trade Turquoise,{firstname}.{lastname}@{domain}
tradeweb.com,Tradeweb,{firstname}.{lastname}@{domain}
traditiondata.com,Tradition DATA,{firstname}.{lastname}@{domain}
trainee.mfa.lt,Permanent Representation of Lithuania to the EU,{firstname}.{lastname}@{domain}
transatel.com,Transatel,{firstname}.{lastname}@{domain}
transdev.com,Transdev,{firstname}.{lastname}@{domain}
transferwise.com ,TransferWise,{firstname}.{lastname}@{domain}
transgaz.ro,Transgaz,{firstname}.{lastname}@{domain}
transparencytaskforce.org,Transparency Task Force,{firstname}.{lastname}@{domain}
transport.alstom.com,Alstom,{firstname}.{lastname}@{domain}
transportenvironment.org,T&E - Transport&Environment,{firstname}.{lastname}@{domain}
travelport.com,Travelport,{firstname}.{lastname}@{domain}
traverssmith.com,Travers Smith,{firstname}.{lastname}@{domain}
traxpay.com,Traxpay,{firstname}.{lastname}@{domain}
trayport.com,Trayport,{firstname}.{lastname}@{domain}
treasury.gov,U.S. Treasury Department,{firstname}.{lastname}@{domain}
tribar.lu,Tribar Advisory,{firstname}.{lastname}@{domain}
triland.com,Triland,{firstname}.{lastname}@{domain}
triodos.be,Triodos Bank,{firstname}.{lastname}@{domain}
"triodos.be
",Triodos Bank ,{firstname}.{lastname}@{domain}
triodos.co.uk,Triodos Bank,{firstname}.{lastname}@{domain}
triodos.com,Triodos Bank,{firstname}.{lastname}@{domain}
trium-capital.com,Trium Capital,{firstname}.{lastname}@{domain}
troutmansanders.com,Troutman Sanders,{firstname}.{lastname}@{domain}
truphone.com,Truphone,{firstname}.{lastname}@{domain}
trustly.com,Trustly,{firstname}.{lastname}@{domain}
trustmoore.lu,Trustmoore,{firstname}.{lastname}@{domain}
ts.fujitsu.com,Fujitsu Technology Solutions,{firstname}.{lastname}@{domain}
tti.org,TTI - Travel Technology Initiative,{firstname}.{lastname}@{domain}
tu-berlin.de,Technische Universität Berlin,{firstname}.{lastname}@{domain}
tu-bs.de,TU Braunschweig,{firstname}.{lastname}@{domain}
tui.com,TUI Group,{firstname}.{lastname}@{domain}
tuitravel.com,TUI Group,{firstname}.{lastname}@{domain}
tuitravelplc.com,TUI Travel PLC,{firstname}.{lastname}@{domain}
tvo.fi,Teollisuuden Voima Oy,{firstname}.{lastname}@{domain}
twcentral.co.uk,Tim Wilson Associates,{firstname}.{lastname}@{domain}
twobirds.com,Bird & Bird LLP,{firstname}.{lastname}@{domain}
txo-systems.com,TXO Systems,{firstname}.{lastname}@{domain}
uadm.uu.se,Uppsala University,{firstname}.{lastname}@{domain}
ub-sh.de,Investitionsbank Schleswig-Holstein,{firstname}.{lastname}@{domain}
ubbih.ba,,{firstname}.{lastname}@{domain}
ubs-asb.com,,{firstname}.{lastname}@{domain}
ucb.com,UCB,{firstname}.{lastname}@{domain}
ucdconnect.ie,University College Dublin,{firstname}.{lastname}@{domain}
ucl.ac.uk,UCL - University College London,{firstname}.{lastname}@{domain}
uepg.eu,UEPG - European Aggregates Association,{firstname}.{lastname}@{domain}
ufe-electricite.fr,UFE - Union of the French Electricity Industry,{firstname}.{lastname}@{domain}
ugent.be,iMinds,{firstname}.{lastname}@{domain}
ughent.be,Ghent University,{firstname}.{lastname}@{domain}
uib.no,UiB - University of Bergen,{firstname}.{lastname}@{domain}
uilca.it,UILCA,{firstname}.{lastname}@{domain}
uiprail.org,U.I.P.,{firstname}.{lastname}@{domain}
uk.Ey.com,EY,{firstname}.{lastname}@{domain}
uk.abnamro.com,ABN Amro Clearing,{firstname}.{lastname}@{domain}
uk.bnpparibas.com,BNP Paribas,{firstname}.{lastname}@{domain}
uk.daiwacm.com,Daiwa Capital Markets Europe,{firstname}.{lastname}@{domain}
uk.gt.com,Grant Thornton,{firstname}.{lastname}@{domain}
uk.ibm.com,IBM,{firstname}.{lastname}@{domain}
uk.lockton.com,Lockton Companies,{firstname}.{lastname}@{domain}
uk.mizuho-sc.com,Mizuho International,{firstname}.{lastname}@{domain}
uk.mufg.jp,"EMEA at the  Bank of Tokyo-Mitsubishi UFJ, Ltd",{firstname}.{lastname}@{domain}
uk.ngrid.com,National Grid Gas plc,{firstname}.{lastname}@{domain}
uk.pimco.com,PIMCO,{firstname}.{lastname}@{domain}
uk.pkf.com,PKF (UK) LLP,{firstname}.{lastname}@{domain}
uk.pwc.com,PwC - PricewaterhouseCoopers,{firstname}.{lastname}@{domain}
uk.tesco.com,Tesco Plc,{firstname}.{lastname}@{domain}
uk.thalesgroup.com,Thales,{firstname}.{lastname}@{domain}
ukfinance.com,UK Finance,{firstname}.{lastname}@{domain}
ukfinance.org.uk,UK Finance,{firstname}.{lastname}@{domain}
ukpayments.org.uk,UK Payments Administration,{firstname}.{lastname}@{domain}
uksif.org,UKSIF - UK Sustainable Investment and Finance Association,{firstname}.{lastname}@{domain}
ulb.be,ULB - Université libre de Bruxelles,{firstname}.{lastname}@{domain}
ulc.lu,"Union Luxembourgeoise des 
Consommateurs ",{firstname}.{lastname}@{domain}
ulg.ac.be,University of Liege,{firstname}.{lastname}@{domain}
ulrichsendler.de,Ulrich Sendler,{firstname}.{lastname}@{domain}
ulv.brandenburg.de,,{firstname}.{lastname}@{domain}
ulys.net,Ulys,{firstname}.{lastname}@{domain}
umicore.com,Umicore,{firstname}.{lastname}@{domain}
umih.fr,UMIH - Union des Métiers et des Industries de l'Hôtellerie,{firstname}.{lastname}@{domain}
umweltbundesamt.at,Environment Agency Austria,{firstname}.{lastname}@{domain}
un.org,UN - UNCTAD,{firstname}.{lastname}@{domain}
unacoma.it,FederUnacoma - Federazione Nazionale Costruttori Macchine per l'Agricoltura ,{firstname}.{lastname}@{domain}
unamur.be,CRIDS - University of Namur,{firstname}.{lastname}@{domain}
unep.org,UNEP FI - UN Environment Finance Initiative,{firstname}.{lastname}@{domain}
uni-bielefeld.de ,Bielefeld University,{firstname}.{lastname}@{domain}
uni-bonn.de,,{firstname}.{lastname}@{domain}
uni-due.de,Univeristy of Duisburg Essen,{firstname}.{lastname}@{domain}
uni-foundation.eu,European University Foundation,{firstname}.{lastname}@{domain}
uni-hamburg.de,University of Hamburg,{firstname}.{lastname}@{domain}
uni-koeln.de,University of Cologne,{firstname}.{lastname}@{domain}
uni-mainz.de,,{firstname}.{lastname}@{domain}
uni-wh.de,University of Witten/Herdecke,{firstname}.{lastname}@{domain}
uni.li,Universität Liechtenstein,{firstname}.{lastname}@{domain}
uni.lodz.pl,University of Łódź,{firstname}.{lastname}@{domain}
uni.lu,University of Luxembourg,{firstname}.{lastname}@{domain}
unibank.com.mk,,{firstname}.{lastname}@{domain}
unibo.it,UNIBO - Università di Bologna,{firstname}.{lastname}@{domain}
unibocconi.it,Bocconi University,{firstname}.{lastname}@{domain}
unic-cinemas.org,UNIC - Union Internationale des Cinémas - International Union of Cinemas,{firstname}.{lastname}@{domain}
unicatt.it,Università Cattolica del Sacro Cuore,{firstname}.{lastname}@{domain}
unicredit.eu,UniCredit Group,{firstname}.{lastname}@{domain}
unicreditgroup.at,Selbstständig,{firstname}.{lastname}@{domain}
unicreditgroup.be,UniCredit Group,{firstname}.{lastname}@{domain}
unicreditgroup.de,UniCredit Group,{firstname}.{lastname}@{domain}
unicreditgroup.eu,UniCredit,{firstname}.{lastname}@{domain}
unife.org,UNIFE - European Rail Industry,{firstname}.{lastname}@{domain}
unifi.it,University of Florence,{firstname}.{lastname}@{domain}
unifortune.it,Salini Impregilo,{firstname}.{lastname}@{domain}
uniglobalunion.org,UNI Europa Finance,{firstname}.{lastname}@{domain}
uniglobalunion.org ,UNI Europa,{firstname}.{lastname}@{domain}
unilever.com,Unilever,{firstname}.{lastname}@{domain}
unimore.it,University of Modena and Reggio Emilia,{firstname}.{lastname}@{domain}
unina.it,"Department of Clinical Medicine and Surgery, University Federico II",{firstname}.{lastname}@{domain}
union-investment.de,Union Investment,{firstname}.{lastname}@{domain}
unionbank.com,MUFG - Mitsubishi UFJ Financial Group,{firstname}.{lastname}@{domain}
unipa.it,OTIE - Observatory on Tourism in the European Islands,{firstname}.{lastname}@{domain}
uniper.energy,Uniper Sverige,{firstname}.{lastname}@{domain}
unisg.ch,University of St. Gallen,{firstname}.{lastname}@{domain}
unisys.com,Unisys Belgium,{firstname}.{lastname}@{domain}
united-europe.eu,United Europe ,{firstname}.{lastname}@{domain}
unito.it,European Society Surgical Oncology,{firstname}.{lastname}@{domain}
univ-ovidius.ro,Universitatea Ovidius din Constanta,{firstname}.{lastname}@{domain}
universal-investment.com,Universal Investment,{firstname}.{lastname}@{domain}
univpm.it,Marche Polytechnic University,{firstname}.{lastname}@{domain}
uniza.sk,University of Zilina,{firstname}.{lastname}@{domain}
unpri.org,PRI - Principles for Responsible Investment,{firstname}.{lastname}@{domain}
unpri.org ,Principles for Responsible Investment,{firstname}.{lastname}@{domain}
upc.nl,UPC,{firstname}.{lastname}@{domain}
upf.edu,Universitat Pompeu Fabra Barcelona,{firstname}.{lastname}@{domain}
upshot.net,Upshot,{firstname}.{lastname}@{domain}
ur.de,University of Regensburg,{firstname}.{lastname}@{domain}
urban-software- institute.hu,the urban institute Hungary,{firstname}.{lastname}@{domain}
uria.com,Uría Menéndez – Lex Mundi member,{firstname}.{lastname}@{domain}
ursa.com,URSA,{firstname}.{lastname}@{domain}
ursus.com,Ursus,{firstname}.{lastname}@{domain}
usi.ch,,{firstname}.{lastname}@{domain}
utc.com,United Technologies,{firstname}.{lastname}@{domain}
v3d.fr,V3D,{firstname}.{lastname}@{domain}
vaasa.fi,City of Vaasa,{firstname}.{lastname}@{domain}
vab.de,VAB - Association of Foreign Banks,{firstname}.{lastname}@{domain}
vac.eu,VAC - VLAAMS AGRARISCH CENTRUM,{firstname}.{lastname}@{domain}
vaillant-group.com,Vaillant GmbH,{firstname}.{lastname}@{domain}
valeo.com,Valeo Climate Control,{firstname}.{lastname}@{domain}
value-solutions.org,Value Solutions,{firstname}.{lastname}@{domain}
vandelanotte.be,Vandelanotte,{firstname}.{lastname}@{domain}
vanguard.co.uk,Vanguard,{firstname}.{lastname}@{domain}
vattenfall.com,Vattenfall,{firstname}.{lastname}@{domain}
vattenfall.se,Vattenfall,{firstname}.{lastname}@{domain}
vbdo.nl,VBDO - Vereniging van Beleggers voor Duurzame Ontwikkeling,{firstname}.{lastname}@{domain}
vbw-bayern.de,VBW - Bavarian Industry Association,{firstname}.{lastname}@{domain}
vcd.org,VCD - Verkehrsclub Deutschland,{firstname}.{lastname}@{domain}
vdtuev.de,Verband der TÜV e.V.,{firstname}.{lastname}@{domain}
velliv.dk,ESMA - European Securities & Markets Authority,{firstname}.{lastname}@{domain}
veolia.com,VEOLIA,{firstname}.{lastname}@{domain}
"veolia.com
",Veolia Environnement Europe Services,{firstname}.{lastname}@{domain}
verifone.com,VeriFone,{firstname}.{lastname}@{domain}
verizon.com,Verizon,{firstname}.{lastname}@{domain}
vgtu.lt,Bank of Lithuania,{firstname}.{lastname}@{domain}
victoriaconsultants.com,Victoria Read Consulting,{firstname}.{lastname}@{domain}
vidiemme.it,,{firstname}.{lastname}@{domain}
vig.com,VIG - Vienna Insurance Group,{firstname}.{lastname}@{domain}
vihrearaha.fi,Vihreä raha,{firstname}.{lastname}@{domain}
vincent.minfin.be,"Ministry of Finance, Belgium",{firstname}.{lastname}@{domain}
vinci-autoroutes.com,VINCI Autoroutes,{firstname}.{lastname}@{domain}
vinci.be,Haute Ecole Léonard de Vinci,{firstname}.{lastname}@{domain}
vinge.se,Vinge – Lex Mundi member,{firstname}.{lastname}@{domain}
virginatlantic.com,Virgin Atlantic Airways,{firstname}.{lastname}@{domain}
virginmedia.co.uk,Virgin Media,{firstname}.{lastname}@{domain}
virginmedia.com,Virgin Media,{firstname}.{lastname}@{domain}
virt-x.com,SWX Europe,{firstname}.{lastname}@{domain}
virtua.uk.com,Virtua UK Ltd,{firstname}.{lastname}@{domain}
visitmalta.com,Malta Tourism Authority,{firstname}.{lastname}@{domain}
visitscotland.com,Visit Scotland,{firstname}.{lastname}@{domain}
vistra.com,Vistra,{firstname}.{lastname}@{domain}
vitalpin.org,Vitalpin,{firstname}.{lastname}@{domain}
vitaltransformation.com,Vital Transformation,{firstname}.{lastname}@{domain}
vito.be,VITO,{firstname}.{lastname}@{domain}
vivendi.com,Vivendi,{firstname}.{lastname}@{domain}
vividworks.com,Vivid Works,{firstname}.{lastname}@{domain}
vks-kalisalz.de,VKS - Verband der Kali - und Salzindustrie e.V.,{firstname}.{lastname}@{domain}
vlaamseregulatormedia.be,Vlaamse,{firstname}.{lastname}@{domain}
vlaanderen.be,Flemish Government,{firstname}.{lastname}@{domain}
vlerick.com,Vlerick Business school,{firstname}.{lastname}@{domain}
vm.fi,"Ministry of Finance, Finland",{firstname}.{lastname}@{domain}
vmwtaxand.nl,VMW Taxand,{firstname}.{lastname}@{domain}
vnf.fr,Voies navigables de France,{firstname}.{lastname}@{domain}
vng.de,Verbundnetz Gas AG,{firstname}.{lastname}@{domain}
vocalink.com,VocaLink,{firstname}.{lastname}@{domain}
vodafone.co.uk,Vodafone,{firstname}.{lastname}@{domain}
vodafone.com,Vodafone,{firstname}.{lastname}@{domain}
vodafoneziggo.com,VodafoneZiggo,{firstname}.{lastname}@{domain}
vodafoneziggo.nl,Vodafone,{firstname}.{lastname}@{domain}
voeb.de,VÖB - Association of German Public Banks,{firstname}.{lastname}@{domain}
voeig.at,VÖIG - Vereinigung Österreichischen Investmentgesellschaften,{firstname}.{lastname}@{domain}
voestalpine.com,Voestalpine,{firstname}.{lastname}@{domain}
voevers.de,Association of German Public Insurers,{firstname}.{lastname}@{domain}
volantetetech.com,Volante Technologies,{firstname}.{lastname}@{domain}
volksbank.ro,Volksbank,{firstname}.{lastname}@{domain}
volkskrant.nl,de Volkskrant,{firstname}.{lastname}@{domain}
volkswagen.de,Volkswagen,{firstname}.{lastname}@{domain}
volterrafietta.com,Volterra Fietta,{firstname}.{lastname}@{domain}
volvo.com,Volvo Group,{firstname}.{lastname}@{domain}
vontobel.com,Swiss Bankers Association,{firstname}.{lastname}@{domain}
vor.or.at,Vereinigung österreichischer Revisionsverbände,{firstname}.{lastname}@{domain}
vovers.de,Association of German Public Insurers,{firstname}.{lastname}@{domain}
vpbank.com,VP Bank,{firstname}.{lastname}@{domain}
vpsf.lu,VPsf,{firstname}.{lastname}@{domain}
vrzl.nl,Veiligheidsregio Zuid-Limburg,{firstname}.{lastname}@{domain}
vub.ac.be,Vrije Universiteit Brussel,{firstname}.{lastname}@{domain}
vuw.ac.nz,Victoria University of Wellington,{firstname}.{lastname}@{domain}
vvl.fi,VVL - Vakuutusväen Liitto,{firstname}.{lastname}@{domain}
vvo.at,Assuralia,{firstname}.{lastname}@{domain}
vzbv.de,VZBV,{firstname}.{lastname}@{domain}
vzvb.de,VZVB - Verbraucherzentrale Bundesverband,{firstname}.{lastname}@{domain}
walkersglobal.com,Walkers Global,{firstname}.{lastname}@{domain}
wallacemyers.ie,Wallace Myers International,{firstname}.{lastname}@{domain}
walmart.com,Walmart Global Tech ,{firstname}.{lastname}@{domain}
warnermediagroup.com,AT&T | WarnerMedia,{firstname}.{lastname}@{domain}
warren-news.com,Warren Communications News,{firstname}.{lastname}@{domain}
wartsila.com,Wärtsilä Power Plants,{firstname}.{lastname}@{domain}
watershedclimate.com,Watershed Climate,{firstname}.{lastname}@{domain}
wavestone.com,Wavestone,{firstname}.{lastname}@{domain}
wbs.ac.uk,Warwick Business School,{firstname}.{lastname}@{domain}
webbhenderson.com,Webb Henderson,{firstname}.{lastname}@{domain}
wecglobal.org,World Employment Confederation-Europe,{firstname}.{lastname}@{domain}
wee-fin.com,WeeFin,{firstname}.{lastname}@{domain}
weee-forum.org,WEEE Forum - European Association of Electrical and Electronic Waste Take Back Systems,{firstname}.{lastname}@{domain}
weforum.org,World Economic Forum,{firstname}.{lastname}@{domain}
wefox.com,wefox,{firstname}.{lastname}@{domain}
weildco.com,,{firstname}.{lastname}@{domain}
welldoc.com,"WellDoc, Inc",{firstname}.{lastname}@{domain}
wellington.com,Wellington Mgmt.,{firstname}.{lastname}@{domain}
welt.de,,{firstname}.{lastname}@{domain}
wentworthexec.com,Wentworth Executive Search,{firstname}.{lastname}@{domain}
werkenbygvb.nl,GVB,{firstname}.{lastname}@{domain}
west-norway.no,West Norway Office,{firstname}.{lastname}@{domain}
westernunion.com,Western Union ,{firstname}.{lastname}@{domain}
westminsteradvisers.co.uk,Westminster,{firstname}.{lastname}@{domain}
wfab.se,Wallenberg Office,{firstname}.{lastname}@{domain}
wfad.se,WFAD - World Federation Against Drugs,{firstname}.{lastname}@{domain}
which.co.uk,Which?,{firstname}.{lastname}@{domain}
whirelandwm.com,WH Ireland,{firstname}.{lastname}@{domain}
whitehouseconsulting.co.uk,The Whitehouse Consultancy,{firstname}.{lastname}@{domain}
wibank.de,WIBank,{firstname}.{lastname}@{domain}
wienerborse.at,Wiener Borse,{firstname}.{lastname}@{domain}
wik.org,WIK,{firstname}.{lastname}@{domain}
williamfry.ie,William Fry,{firstname}.{lastname}@{domain}
windeurope.org,WindEurope,{firstname}.{lastname}@{domain}
wirecard.com,Wirecard,{firstname}.{lastname}@{domain}
wirecard.com ,Wirecard,{firstname}.{lastname}@{domain}
wknoe.at,Permanent Representation of Austria to the EU,{firstname}.{lastname}@{domain}
wko.at,Austrian Federal Economic Chamber,{firstname}.{lastname}@{domain}
wkoarge.at,Federal Economic Chamber,{firstname}.{lastname}@{domain}
wlb.at,WLB,{firstname}.{lastname}@{domain}
wolftheiss.com,WolfTheiss,{firstname}.{lastname}@{domain}
wolterskluwer.com,Wolters Kluwer NV,{firstname}.{lastname}@{domain}
